華語,台語漢字,臺羅
扛板歸,刺犁頭,Tsh?-l?-th?u
扛板歸,犁壁刺,L?-piah-tsh?
扛板歸,犁壁藤,L?-piah-t?n
春蓼,礁溪蠶繭草,Ta-khe-tsh?m-ki?n-tsh?u
假扁蓄,節花路蓼,Tsat-hue-l?o-l?u
假扁蓄,鐵馬齒莧,Thih-b?-kh?-h?ng
花蓼,山辣蓼,Suann-lua?h-l?u
花蓼,苦柱仔草,Kh?o-thi?u-?-tsh?u
花蓼,馬蓼,B?-l?u
八字蓼,腺花蓼,Su?nn-hue-l?u
八字蓼,辣蓼,Lua?h-l?u
八字蓼,苦柱,Kh?o-thi?u
散血丹,玉山蓼,Gio?k-suann-l?u
糙葉蓼,小早苗蓼,Si?-ts?-bi?u-l?u
刺蓼,三角鹽酸,Sann-kak-i?m-sng
戟葉蓼,水犁壁,Tsu?-l?-piah
戟葉蓼,苦蕎麥,Kh?o-ki?-be?h
戟葉蓼,鹿蹄草,Lo?k-t?-tsh?u
金線草,毛蓼,M?o-l?u
金線草,金絲草,Kim-si-tsh?u
香蓼,黏毛蓼,Li?m-m?o-l?u
酸模,酸模,Sng-b?o
連明子,殼菜,Khok-tsh?i
連明子,殼菜頭,Khok-tsh?i-th?u
商陸,見腫消,Ki?n-ts?ng-siau
台灣濱藜,台灣砂藜,T?i-u?n-sua-l?
藜,大藜,Tu?-l?
藜,灰藜,Hue-l?
赤藜,赤藋,Tshiah-ti?u
臭莧,土荊芥,Th?o-king-k?i
臭莧,白冇?,Pe?h-ph?nn-h?ng
臭莧,臭川芎,Tsh?u-tshuan-kiong
臭莧,臭莧,Tsh?u-h?ng
印度牛膝,土牛七,Th?o-g?u-tshit
印度牛膝,土牛膝,Th?o-g?u-tshik
印度牛膝,毛蟹目,M?o-h?-ba?k
印度牛膝,到繼草,T?-k?-tsh?u
印度牛膝,紅骨蛇,?ng-kut-tsu?
印度牛膝,掣鼻草,Tshuah-ph?nn-tsh?u
印度牛膝,雞骨?,Ke-kut-h?ng
牛膝,白絨牛膝,Pe?h-ji?ng-g?u-tshik
日本牛膝,牛膝,G?u-tshik
柳葉牛膝,長葉牛膝,Tn?g-hio?h-g?u-tshik
絹毛莧,蔓雞髻,B?n-ke-ku?
絹毛莧,蔓藤雞髻,B?n-t?n-ke-ku?
空心蓮子草,水花生,Tsu?-hua-sing
空心蓮子草,革命草,Kik-b?ng-tsh?u
蓮子草,田烏草,Tsh?n-oo-tsh?u
蓮子草,田邊草,Tsh?n-pinn-tsh?u
蓮子草,旱蓮草,H?n-li?n-tsh?
蓮子草,紅田烏,?ng-tsh?n-oo
蓮子草,紅花蜜花,?ng-hue-bi?t-hue
蓮子草,紅骨掣鼻菜,?ng-kut-tshuah-ph?nn-tsh?i
蓮子草,耐驚菜,N?i-kiann-tsh?i
蓮子草,細田烏草,S?-tsh?n-oo-tsh?u
蓮子草,滿天星,Bu?n-thian-sing
刺莧,刺莧,Tsh?-h?ng
刺莧,假莧菜,K?-h?ng-tsh?i
野莧菜,鳥仔莧,Tsi?u-?-h?ng
野莧菜,鳥莧,Tsi?u-h?ng
野莧菜,綠莧,Li?k-h?ng
青葙,白桂菊花,Pe?h-ku?-kiok-hue
青葙,白雞髻,Pe?h-ke-ku?
青葙,草決明,Tsh?u-kuat-b?ng
青葙,野雞髻,I?-ke-ku?
雞冠花,雞髻,Ke-ku?
多子漿果莧,烏魚花,Oo-h?-hue
安旱草,濱膀子,Pin-p?ng-ts?
安旱草,磯賽,Ki-s?i
落葵,天葵,Thian-khu?
落葵,胭脂豆,Ian-tsi-t?u
落葵,御菜,G?-tsh?i
落葵,胭脂菜,Ian-tsi-tsh?i
落葵,繁露,Hu?n-l?o
落葵,藤菜,T?n-tsh?i
落葵,藤葵,T?n-khu?
落葵,蝟菜,Gu?-tsh?i
落葵,蟳管菜,Ts?m-k?ng-tsh?i
落葵,蟳菜,Ts?m-tsh?i
高山露珠草,高山谷蓼,Ko-suann-kok-l?u
台灣露珠草,谷蓼,Kok-l?u
假柳葉菜,丁香蓼,Ting-hiunn-l?u
假柳葉菜,黃花水丁香,N?g-hue-tsu?-ting-hiunn
水龍,水口龍,Tsu?-kh?u-li?ng
水龍,水江龍,Tsu?-kang-l?ng
水龍,過江龍,Ku?-kang-li?ng
水龍,過溝北,Ku?-kau-pak
水龍,過溝龍,Ku?-kau-li?ng
鬼菱,四角菱,S?-kak-l?ng
台灣菱,菱角,L?ng-kak
台灣菱,龍角,L?ng-kak
小二仙草,蟻塔,Hi?-thah
聚藻,金魚蔬,Kim-h?-se
聚藻,草蔬,Tsh?u-se
日本水馬齒,栗苔,La?t-th?
龍膽,龍膽草,L?ng-t?nn-tsh?u
龍膽,膽草,T?nn-tsh?u
細葉當藥,松田氏當藥,Si?ng-ti?n-s?-tng-io?h
琉璃繁縷,琉璃繁縷,L?u-l?-hu?n-l?
琉璃繁縷,海綠,H?i-li?k
琉璃繁縷,藍繁縷,N?-hu?n-l?
琉璃繁縷,九龍吐珠,K?u-li?ng-th?o-tsu
琉璃繁縷,火金姑,Hu?-kim-koo
琉璃繁縷,四捻?,S?-li?m-h?ng
地錢草,野地梅,I?-t?-mu?
地錢草,銅錢草,T?ng-ts?nn-tsh?u
地錢草,點地梅,Ti?m-t?-mu?
台灣排香,排香,P?i-hiunn
排香草,香排草,Hiunn-p?i-tsh?u
蓬萊珍,蓬萊真珠草,H?ng-l?i-tsin-tsu-tsh?u
小茄,小茄,Si?-ki?
小茄,小寸金黃,Si?-tsh?n-kim-h?ng
黑點真珠菜,紅骨蛇,?ng-kut-tsu?
玉山櫻草,玉山九輪草,Gio?k-suann-k?u-l?n-tsh?u
石蓯蓉,中國補血草,Tiong-kok-p?o-hueh-tsh?u
石蓯蓉,赤芍,Tshiah-tsiok
石蓯蓉,魟仔草,Hang-?-tsh?u
烏面馬,小雞髻,Si?-ke-ku?
烏面馬,百花藤,Pah-hue-t?n
烏面馬,烏面馬,Oo-b?n-b?
車前草,五根草,G?o-kin-tsh?u
車前草,車前草,Ki-tsi?n-tsh?u
落地生根,大還魂,Tu?-hu?n-h?n
落地生根,生刀草,Tshinn-to-tsh?u
落地生根,生刀藥,Tshinn-to-io?h
落地生根,倒吊蓮,T?-ti?u-li?n
落地生根,跤目草,Kha-ba?k-tsh?u
落地生根,燈籠花,Ting-l?ng-hue
落地生根,番鬼牡丹,Huan-ku?-b?o-tan
落地生根,鼓仔燈,K?o-?-ting
落地生根,辨慶草,Pi?n-kh?ng-tsh?u
小燈籠草,大還魂,Tu?-hu?n-h?n
倒吊蓮,鴟鴞芥藍菜,B?-hio?h-k?-n?-tsh?i
毛佛甲草,火焰草,Hu?-i?m-tsh?u
紅子佛甲草,阿里山佛甲草,A-l?-san-hu?t-kah-tsh?u
紅子佛甲草,佛甲草,Hu?t-kah-tsh?u
石板菜,台灣佛甲草,T?i-u?n-hu?t-kah-tsh?u
石板菜,佛甲草,Hu?t-kah-tsh?u
石板菜,台灣景天,T?i-u?n-k?ng-thian
石板菜,東南佛甲草,Tang-l?m-hu?t-kah-tsh?u
石板菜,白豬母奶,Pe?h-ti-b?-ling
石板菜,白豬母菜,Pe?h-ti-b?-tsh?i
玉山佛甲草,佛甲草,Hu?t-kah-tsh?u
玉山佛甲草,玉山佛甲草,Gio?k-suann-hu?t-kah-tsh?u
玉山佛甲草,玉山景天,Gio?k-suann-k?ng-thian
小萼佛甲草,玉山小佛甲草,Gio?k-suann-si?-hu?t-kah-tsh?u
小萼佛甲草,佛甲草,Hu?t-kah-tsh?u
落新婦,升麻,Tsin-mu?
落新婦,毛山七,M?o-suann-tshit
大葉溲疏,白埔姜,Pe?h-poo-kiunn
大葉溲疏,常山,Si?ng-san
大葉溲疏,蜀七,Sio?k-tshit
台灣溲疏,常山,Si?ng-san
藤繡球,台灣繡球,T?i-u?n-s?u-k?u
藤繡球,奇形繡球花,K?-h?ng-s?u-k?u-hue
高山藤繡球,辣蓮,Lua?h-li?n
華八仙,土常山,Th?o-si?ng-san
華八仙,紅骨輕柴仔,?ng-kut-khin-tsh?-?
華八仙,常山,Si?ng-san
華八仙,常山尼,Si?ng-san-n?
華八仙,常山樹,Si?ng-san-tsh?u
華八仙,羅比八仙花,L?-p?-pat-sian-hue
大枝掛繡球,全緣葉繡球花,Tsu?n-i?n-hio?h-s?u-k?u-hue
長葉繡球,長葉八仙花,Tn?g-hio?h-pat-sian-hue
繡球花,八仙花,Pat-sian-hue
繡球花,大八仙花,Tu?-pat-sian-hue
繡球花,天麻裡花,Thian-mu?-l?-hue
繡球花,洋繡球,?unn-s?u-k?u
繡球花,粉圃,H?n-ph?o
繡球花,紫陽花,Ts?-i?ng-hue
繡球花,紫繡球,Ts?-s?u-k?u
繡球花,瑪哩花,B?-li-hue
繡球花,繡球花,S?u-k?u-hue
水亞木,圓錐繡球花,?nn-tsui-s?u-k?u-hue
水亞木,糊八仙花,K?o-pat-sian-hue
水亞木,繡球花,S?u-k?u-hue
鼠刺,鳥鼠刺,Ni?u-tsh?-tsh?
小花鼠刺,山芥菜,Suann-ku?-tsh?i
小花鼠刺,阿里山鼠刺,A-l?-san-tsh?-tsh?
長葉茅膏菜,長葉茅膏草,Tn?g-hio?h-hm?-ko-tsh?u
長葉茅膏菜,胡蠅草,H?o-s?n-tsh?u
小毛氈苔,金接梅,Kim-tsiap-mu?
小毛氈苔,匙葉茅膏菜,S?-hio?h-hm?-ko-tsh?i
野當歸,大本山芹菜,Tu?-p?n-suann-kh?n-tsh?i
野當歸,山芹菜,Suann-kh?n-tsh?i
野當歸,獨活,To?k-hua?t
濱當歸,毛當歸,M?o-tong-kui
森氏當歸,山獨活,Suann-to?k-hua?t
玉山當歸,玉山芹菜,Gio?k-suann-kh?n-tsh?i
太魯閣當歸,太魯閣獨活,Th?i-l?o-koh-to?k-hua?t
高氏柴胡,竹葉柴胡,Tik-hio?h-tsh?-?o
高氏柴胡,柴胡,Tsh?-?o
高氏柴胡,皇帝草,H?ng-t?-tsh?u
雷公根,地棠草,T?-t?ng-tsh?u
雷公根,老公根,L?u-kong-kin
雷公根,蜊仔草,L?-?-tsh?u
雷公根,蚶殼草,Ham-khak-tsh?u
雷公根,蚶殼仔草,Ham-khak-?-tsh?u
台灣芎藭,嘉義野蘿蔔,Ka-g?-i?-n?-po?k
濱防風,珊瑚菜,San-?o-tsh?i
菲島天胡荽,槭葉止血草,Tshik-hio?h-ts?-huih-tsh?u
台灣天湖荽,遍地錦,Pi?n-t?-g?m
乞食碗,蚶殼錢草,Ham-khak-ts?nn-tsh?u
乞食碗,金錢薄荷,Kim-ts?nn-po?k-h?
乞食碗,紅骨蚶殼仔草,?ng-kut-ham-khak-?-tsh?u
乞食碗,乞食碗,Khit-tsia?h-u?nn
天胡荽,遍地草,Pi?n-t?-tsh?u
天胡荽,遍地錦,Pi?n-t?-g?m
水芹菜,山芹菜,Suann-kh?n-tsh?i
水芹菜,水芹菜,Tsu?-kh?n-tsh?i
臭根,香根芹,Hiong-kin-kh?n
臭根,野胡蘿蔔,I?-?o-l?-po?k
臭根,臭根,Tsh?u-kin
日本前胡,防風,H?ng-hong
日本前胡,防葵,H?ng-khu?
三葉茴芹,苦爸菜,Kh?o-p?-tsh?i
細葉零子人參,細葉零餘子人參,S?-hio?h-l?n-?-ts?-j?n-sim
竊衣,破子草,Phu?-ts?-tsh?u
毛敗醬,男郎草,L?m-l?ng-tsh?u
毛敗醬,胭脂麻,Ian-tsi-mu?
纈草,吉草,Kiat-tsh?u
桔梗,草桔梗,Tsh?u-kiat-k?ng
金錢豹,土黨參,Th?o-t?ng-sim
金錢豹,蔓桔梗,B?n-kiat-k?ng
短柄半邊蓮,直立半邊蓮,Ti?t-li?p-pu?nn-pinn-li?n
半邊蓮,水仙花草,Tsu?-sian-hue-tsh?u
半邊蓮,鐮??仔草,Li?m-li?k-?-tsh?u
普剌特草,鳥鼠拖秤錘,Ni?u-tsh?-thua-tsh?n-thu?
普剌特草,鳥鼠銅錘玉帶草,Ni?u-tsh?-t?ng-thu?-gio?k-tu?-tsh?u
普剌特草,銅錘玉帶草,T?ng-thu?-gio?k-tu?-tsh?u
普剌特草,玉帶草,Gio?k-tu?-tsh?u
細葉蘭花參,細葉沙參,S?-hio?h-sa-sim
細葉蘭花參,蘭花參,L?n-hue-sim
草海桐,水草,Tsu?-tsh?u
草海桐,水草仔,Tsu?-tsh?u-?
草海桐,細葉水草,Su?-hio?h-tsu?-tsh?u
草海桐,海草,H?i-tsh?u
草海桐,草海桐,Tsh?u-h?i-t?ng
下田菊,四葉紫蘇,S?-hio?h-ts?-soo
下田菊,竹節黃,Tik-tsat-h?ng
藿香薊,一枝香,It-ki-hiunn
藿香薊,南風草,L?m-hong-tsh?u
藿香薊,細本田嬰飯,S?-p?n-tsh?n-inn-pn?g
藿香薊,鈕仔?,L?u-?-h?ng
藿香薊,蝶仔草,Ia?h-?-tsh?u
藿香薊,鹹蝦花,Ki?m-h?-hue
藿香薊,鐵觀音,Thih-kuan-im
茵蔯蒿,青荷,Tshenn-o
茵蔯蒿,青蒿草,Tshenn-k?-tsh?u
茵蔯蒿,蠓仔薰草,B?ng-?-hun-tsh?u
茵蔯蒿,蠓仔薰頭,B?ng-?-hun-th?u
山白蘭,白花馬蘭,Pe?h-hue-m?-l?n
帚馬蘭,掃帚菊,S?u-tsh?u-kiok
鬼針,山苦楝,Suann-kh?o-l?ng
鬼針,鬼針草,Ku?-tsiam-tsh?u
鬼針,鐵釣竿,Thih-ti?-kuann
鬼針舅,金盞銀盤,Kim-tsu?nn-g?n-pu?nn
鬼針舅,鬼針草舅,Ku?-tsiam-tsh?u-k?
咸豐草,同治草,T?ng-t?-tsh?u
咸豐草,痟查某,Si?u-tsa-b?o
咸豐草,咸豐草,H?m-hong-tsh?u
艾納香,三捻草,Sann-li?m-tsh?u
艾納香,大丁黃,Tu?-ting-h?ng
艾納香,大風草,Tu?-hong-tsh?u
艾納香,大黃草,Tu?-h?ng-tsh?u
艾納香,大楓草,Tu?-png-tsh?u
艾納香,楓草,Png-tsh?u
艾納香,蓋手香,Ku?-s?u-hiong
毛將軍,兔耳草,Th?o-h?nn-tsh?u
毛將軍,毛將軍,M?o-tsiong-kun
生毛將軍,山白菜,Suann-pe?h-tsh?i
走馬胎,走馬胎,Ts?u-b?-thai
走馬胎,黃龍參,N?g-li?ng-sim
走馬胎,雙和劍葉草,Siang-h?-ki?m-hio?h-tsh?u
大頭艾納香,紫蘇英,Ts?-soo-ing
煙管草,薰管草,Hun-k?ng-tsh?u
石胡荽,吐金草,Th?o-kim-tsh?u
石胡荽,珠仔草,Tsu-?-tsh?u
石胡荽,滿天星,Bu?n-thian-sing
石胡荽,蝶仔草,Ia?h-?-tsh?u
阿里山油菊,阿里山菊,A-l?-san-kiok
油菊,白花菊,Pe?h-hue-kiok
雞�虼�,雞髻捲,Ke-ku?-k?g
雞�虼�,雞?胎,Ke-kak-thai
南國小薊,南國薊,L?m-kok-k?
玉山薊,川上氏薊,Tshuan-si?ng-s?-k?
日本假蓬,假蓬,K?-ph?ng
蘄艾,白石艾,Pe?h-tsio?h-g?i
蘄艾,芙蓉,Ph?-i?ng
蘄艾,海芙蓉,H?i-ph?-i?ng
茯苓菜,一粒珠,Tsi?t-lia?p-tsu
茯苓菜,豬菜草,Ti-tsh?i-tsh?u
鱧腸,田烏草,Tsh?n-oo-tsh?u
鱧腸,田烏菜,Tsh?n-oo-tsh?i
鱧腸,旱蓮草,H?n-li?n-tsh?
鱧腸,烏田烏,Oo-tsh?n-oo
鱧腸,細號鐮??仔,S?-h?-li?m-li?k-?-ba?k
鱧腸,墨菜,Tsh?i
地膽草,毛蓮菜,M?o-li?n-tsh?i
地膽草,白燈徛杇,Pe?h-ting-khi?-u
地膽草,地膽頭,T?-t?nn-th?u
地膽草,卸草,Si?-tsh?u
燈徛杇,紅花毛蓮菜,?ng-hue-m?o-li?n-tsh?i
燈徛杇,紅燈徛杇,?ng-ting-khi?-u
燈徛杇,細本燈徛杇,S?-p?n-ting-khi?-u
燈徛杇,燈徛杇,Ting-khi?-u
紫背草,一點紅,It-ti?m-h?ng
紫背草,葉下紅,Hio?h-h?-h?ng
飛機草,昭和草,Tsiau-h?-tsh?u
飛機草,神仙菜,S?n-sian-tsh?i
野桐蒿,消息草,Siau-sit-tsh?u
野桐蒿,野塘蒿,I?-tn?g-o
台灣澤蘭,大本白花仔草,Tu?-p?n-pe?h-hue-?-tsh?u
台灣澤蘭,山澤蘭,Suann-ti?k-l?n
台灣澤蘭,六月雪,La?k-gue?h-seh
台灣澤蘭,心廣草,Sim-k?ng-tsh?u
台灣澤蘭,白花仔心,Pe?h-hue-?-sim
台灣澤蘭,尖尾鳳,Tsiam-bu?-h?ng
台灣澤蘭,香草,Hiong-tsh?
台灣澤蘭,斑竹相思,Pan-tik-siunn-si
台灣澤蘭,澤蘭草,Ti?k-l?n-tsh?u
田代氏澤蘭,澤蘭,Ti?k-l?n
山菊,白條根,Pe?h-ti?u-kin
山菊,向天盞,Hi?ng-thian-tsu?nn
山菊,山菊,Suann-kiok
天人菊,忠心菊,Tiong-sim-kiok
小米菊,牛膝菊,G?u-tshik-kiok
香茹,香菇,Hiunn-koo
鼠麴草,佛耳草,Hu?t-h?nn-tsh?u
鼠麴草,清明草,Tshing-b?ng-tsh?u
鼠麴草,黃花艾,N?g-hue-hi?nn
鼠麴草,鼠麴,Tsh?-khak
父子草,天青地白,Thian-tshenn-t?-pe?h
紅鳳菜,紅菜,?ng-tsh?i
紅鳳菜,跤目草,Kha-ba?k-tsh?u
白鳳菜,白鳳菊,Pe?h-h?ng-kiok
白鳳菜,白鳳菜,Pe?h-h?ng-tsh?i
兔仔菜,小金英,Si?-kim-ing
兔仔菜,苦尾菜,Kh?o-bu?-tsh?i
兔仔菜,英仔草,Ing-?-tsh?u
兔仔菜,蒲公英,P?o-kong-ing
兔仔菜,鵝仔草,G?-?-tsh?u
兔仔菜,鵝仔菜,G?-?-tsh?i
兔仔菜,兔仔菜,Th?o-?-tsh?i
刀傷草,一枝香,It-ki-hiunn
刀傷草,三板刀,Sam-p?n-to
刀傷草,黃花草,N?g-hue-tsh?u
刀傷草,道光英,T?-kong-ing
刀傷草,雙板刀,Siang-p?n-to
鵝仔草,山芥菜,Suann-ku?-tsh?i
鵝仔草,英仔草,Ing-?-tsh?u
鵝仔草,馬尾絲,B?-bu?-si
鵝仔草,滿天星,Bu?n-thian-sing
鵝仔草,蒲公英,P?o-kong-ing
鵝仔草,鵝仔菜,G?-?-tsh?i
六角草,羊角三劍,?unn-kak-sann-ki?m
六角草,六角草,La?k-kak-tsh?u
大吳風草,吳風草,G?o-hong-tsh?u
大吳風草,望江南,B?ng-kang-l?m
小舌菊,蔓綿菜,B?n-m?-tsh?i
蔓澤蘭,蔓菊,B?n-kiok
山菊,台灣款冬,T?i-u?n-khu?n-tang
山菊,山菊,Suann-kiok
鯽魚膽,鯽魚膽,Tsit-h?-t?nn
歐洲黃菀,歐洲狗舌草,Au-tsiu-k?u-tsi?h-tsh?u
豨薟,苦草,Kh?o-tsh?u
豨薟,蓮草寄生,Li?n-tsh?u-ki?-sinn
豨薟,豬屎菜,Ti-s?i-tsh?i
豨薟,豨薟草,Hi-hiam-tsh?u
北美一枝黃花,懸稈一枝黃花,Ku?n-ku?inn-it-ki-n?g-hue
一枝黃花,柳枝黃,L?u-ki-n?g
苦滇菜,苦菜,Kh?o-tsh?i
苦滇菜,山鵝仔菜滇苦菜,Suann-g?-?-tsh?i-tian-kh?o-tsh?i
鵝不食草,大吐金菊,Tu?-th?o-kim-kiok
金紐扣,六神草,Lio?k-s?n-tsh?u
金紐扣,金再鉤,Kim-ts?i-kau
金紐扣,鐵拳頭,Thih-k?n-th?u
長柄菊,長柄菊,Tn?g-p?nn-kiok
一枝香,四時春,S?-s?-tshun
一枝香,生肌香,Sing-ki-hiunn
一枝香,假鹹蝦,K?-ki?m-h?
一枝香,一枝香,It-ki-hiunn
蟛蜞菊,田烏草,Tsh?n-oo-tsh?u
蟛蜞菊,蛇舌?,Tsu?-tsi?h-h?ng
蟛蜞菊,黃花田路草,N?g-hue-tsh?n-l?o-tsh?u
蟛蜞菊,鐮??仔,Li?m-li?k-?
天篷草舅,天篷草舅,Thian-p?ng-tsh?u-k?
蒼耳,大本蝨母頭,Tu?-p?n-sat-b?-th?u
蒼耳,牛蝨母子,G?-sat-b?-ts?
蒼耳,羊帶來,?unn-t?i-l?i
蒼耳,蝨母子,Sat-b?-ts?
蒼耳,蒼耳,Tshong-n?
黃鵪菜,山芥菜,Suann-ku?-tsh?i
黃鵪菜,山根龍,Suann-kin-l?ng
黃鵪菜,山菠薐,Suann-pue-l?ng
黃鵪菜,貼壁黃,Tah-piah-h?ng
黃鵪菜,擤心黃,Tsh?ng-sim-h?ng
番茉莉,番素馨,Huan-s?o-hing
番茉莉,紫夜香花,Ts?-i?-hiong-hua
曼陀羅,拍破碗花,Phah-phu?-u?nn-hue
曼陀羅,洋金花,?unn-kim-hue
曼陀羅,曼陀羅花,B?n-t?-l?-hue
曼陀羅,蔓桃花,B?n-th?-hue
枸杞,地仙公,T?-sian-kong
枸杞,地骨,T?-kut
枸杞,地骨皮,T?-kut-ph?
枸杞,枸棘仔,K?o-kik-?
枸杞,枸繼仔,K?o-k?-?
枸杞,甜菜仔,Tinn-tsh?i-?
枸杞,枸杞,K?o-k?
燈籠草,炮仔草,Ph?u-?-tsh?u
燈籠草,白厚朴,Pe?h-k?u-phok
燈籠草,苦蘵,Kh?o-tsi?t
燈籠草,蝶仔草,Ia?h-?-tsh?u
燈籠草,燈籃仔草,Ting-n?-?-tsh?u
刺茄,水茄,Tsu?-ki?
刺茄,金銀茄,Kim-g?n-ki?
刺茄,刺茄,Tsh?-ki?
雙花龍葵,耳鉤草,H?nn-kau-tsh?u
雙花龍葵,金吊鈕,Kim-ti?u-l?u
雙花龍葵,紅子仔菜,?ng-ts?-?-tsh?i
羊不食,毛刺茄,M?o-tsh?-ki?
黃水茄,黃水茄,N?g-tsu?-ki?
印度茄,五宅茄,G?o-the?h-ki?
印度茄,刺柑仔,Tsh?-kam-?
印度茄,鈕仔茄,L?u-?-ki?
白英,鈕仔?,L?u-?-h?ng
龍葵,烏子仔草,Oo-ts?-?-tsh?u
龍葵,烏子仔菜,Oo-ts?-?-tsh?i
龍葵,烏子茄,Oo-j?-ki?
龍葵,烏子菜,Oo-j?-tsh?i
龍葵,烏甜菜,Oo-tinn-tsh?i
萬桃花,塗薰頭,T?o-hun-th?u
萬桃花,塗薰,T?o-hun
萬桃花,山薰草,Suann-hun-tsh?u
萬桃花,生毛將軍,Sinn-m?o-tsiong-kun
萬桃花,柳葉茄,L?u-hio?h-ki?
萬桃花,鈕仔茄,L?u-?-ki?
萬桃花,風輪仔頭,Hong-li?n-?-th?u
萬桃花,蔓桃花,B?n-th?-hue
山煙草,塗薰,T?o-hun
山煙草,山番仔薰,Suann-huan-?-hun
山煙草,蠓仔薰,B?ng-?-hun
山煙草,樹茄,Tsh?u-ki?
山煙草,山薰草,Suann-hun-tsh?u
鈍葉朝顏,鈍葉旋花,Tun-hio?h-suan-hue
菟絲子,豆虎,T?u-h?o
菟絲子,無根草,B?-kin-tsh?u
土丁桂,人字草,J?n-j?-tsh?u
土丁桂,土丁桂,Th?o-ting-ku?
銳葉牽牛,番仔藤,Huan-?-t?n
銳葉牽牛,番薯舅,Huan-ts?-k?
銳葉牽牛,碗公花,U?nn-kong-hue
蕹菜,草菜,Tsh?u-tsh?i
蕹菜,蕹菜,?ng-tsh?i
甘薯,甘薯,Kam-ts?
甘薯,白薯,Pe?h-ts?
甘薯,地瓜,T?-kua
甘薯,紅薯,?ng-ts?
甘薯,番薯,Han-ts?
甘薯,過溝柴,Ku?-kau-tsh?
甘薯,鴨跤蹄,Ah-kha-t?
番仔藤,台灣牽牛花,T?i-u?n-khan-g?-hue
番仔藤,番仔藤,Huan-?-t?n
番仔藤,牽牛子,Khan-g?-ts?
海牽牛,細葉牽牛花,S?-hio?h-khan-g?-hue
海牽牛,藤仔網,T?n-?-b?ng
牽牛花,牽牛子,Khan-g?-ts?
牽牛花,番仔藤,Huan-?-t?n
牽牛花,碗公花,U?nn-kong-hue
牽牛花,碗花,U?nn-hue
厚葉牽牛,白馬鞍藤,Pe?h-b?-uann-t?n
鮮蕊藤,鱗蕊藤,L?n-lu?-t?n
毛姬旋花,傘花魚黃草,Su?nn-hue-h?-n?g-tsh?u
大萼旋花,腺葉藤,Su?nn-hio?h-t?n
過長沙,過長沙,Ku?-ti?ng-sa
胡麻草,金鎖匙,Kim-s?-s?
虻眼草,虻眼草,B?ng-g?n-tsh?u
海螺菊,幌菊,H?inn-kiok
腰只花草,羊膜草,?unn-mooh-tsh?u
腰只花草,鞭打繡球,Pian-t?nn-s?u-k?u
田香草,大葉石柃尾,Tu?-hio?h-tsio?h-l?ng-bu?
田香草,水胡椒,Tsu?-h?o-tsio
陌上菜,母草,B?-tsh?u
六腳定經草,白子菜,Pe?h-ts?-tsh?i
小葉胡麻草,微果草,B?-k?-tsh?u
泡桐,九重桐,K?u-t?ng-t?ng
泡桐,大戇樹,Tu?-g?ng-tsh?u
泡桐,南投梧桐,L?m-t?u-ng?o-t?ng
泡桐,梧,G?o
泡桐,梧桐,G?o-t?ng
泡桐,戇樹,G?ng-tsh?u
泡桐,大戇樹,Tu?-g?ng-tsh?u
泡桐,泡桐,Ph?u-t?ng
白桐,川泡桐,Tshuan-ph?u-t?ng
白桐,梧桐,G?o-t?ng
白桐,華東泡桐,Hu?-tang-ph?u-t?ng
白桐,白桐,Pe?h-t?ng
白桐,戇樹,G?ng-tsh?u
日本松蒿,松蒿,Si?ng-o
野甘草,金荔枝,Kim-n?i-tsi
野甘草,珠仔草,Tsu-?-tsh?u
野甘草,鈕吊金英,L?u-ti?u-kim-ing
倒地蜈蚣,四角銅鐘,S?-kak-t?ng-tsing
倒地蜈蚣,四角銅鑼,S?-kak-t?ng-l?
倒地蜈蚣,釘地蜈蚣,T?ng-t?-gi?-kang
水丁黃,鴨母草,Ah-b?-tsh?u
水丁黃,鴨舌?,Ah-tsi?h-h?ng
追風草,細葉婆婆納,S?-hio?h-p?-p?-la?p
水苦賈,山芥菜,Suann-ku?-tsh?i
白珊瑚,白珊瑚,Pe?h-san-?o
白珊瑚,蝴蝶花,?o-tia?p-hue
馬藍,大青,Tu?-tshenn
馬藍,山菁,Suann-tshenn
針刺草,??壁虼蚻,Mooh-piah-ka-tsua?h
華九頭獅子草,狗肝菜,K?u-kuann-tsh?i
華九頭獅子草,金龍柄,Kim-li?ng-p?nn
華九頭獅子草,獅仔花,Sai-?-hue
尖尾鳳,小澤蘭,Si?-ti?k-l?n
尖尾鳳,田串,Tsh?n-tshu?n
尖尾鳳,尖尾鳳,Tsiam-bu?-h?ng
尖尾鳳,駁骨丹,Pok-kut-tan
尖尾鳳,竹蘭,Tik-l?n
尖尾鳳,接骨胴,Tsiap-kut-t?ng
水蓑衣,水蓑花,Tsu?-sui-hue
水蓑衣,魚骨草,H?-kut-tsh?u
水蓑衣,九節花,K?u-tsat-hue
六角英,六角英,La?k-kak-ing
六角英,鯽魚膽,Tsit-h?-t?nn
爵床,小鼠尾紅,Si?-tsh?-bu?-h?ng
爵床,麥穗紅,Be?h-su?-?ng
爵床,鼠筋紅,Tsh?-kun-?ng
爵床,鼠尾紅,Tsh?-bu?-h?ng
爵床,鳳尾紅,H?ng-bu?-?ng
台灣鱗球花,台灣鱗花草,T?i-u?n-l?n-hue-tsh?u
小琉球鱗球花,小琉球鱗球花,Si?-l?u-k?u-l?n-k?u-hue
小琉球鱗球花,琉球鱗球花,L?u-k?u-l?n-k?u-hue
